Employee #,Employee Name,Date,Log In,Log Out,Hourly Rate
10007,San Jose Brad,08/06/2024,08:28:00,19:01:00,313.51
10007,San Jose Brad,08/07/2024,09:56:00,20:52:00,313.51
10007,San Jose Brad,08/08/2024,10:56:00,18:58:00,313.51
10007,San Jose Brad,08/09/2024,08:43:00,16:18:00,313.51
10007,San Jose Brad,08/12/2024,09:30:00,17:19:00,313.51
10007,San Jose Brad,08/13/2024,10:29:00,19:12:00,313.51
10007,San Jose Brad,08/14/2024,09:20:00,18:49:00,313.51
10007,San Jose Brad,08/15/2024,09:17:00,17:33:00,313.51
10007,San Jose Brad,08/16/2024,09:07:00,17:24:00,313.51
10007,San Jose Brad,08/19/2024,10:05:00,20:29:00,313.51
10007,San Jose Brad,08/20/2024,09:52:00,18:17:00,313.51
10007,San Jose Brad,08/21/2024,08:01:00,17:05:00,313.51
10007,San Jose Brad,08/22/2024,10:38:00,21:00:00,313.51
10007,San Jose Brad,08/23/2024,09:24:00,19:53:00,313.51
10007,San Jose Brad,08/26/2024,10:59:00,21:21:00,313.51
10007,San Jose Brad,08/27/2024,10:31:00,18:53:00,313.51
10007,San Jose Brad,08/28/2024,09:56:00,20:40:00,313.51
10007,San Jose Brad,08/29/2024,10:34:00,19:34:00,313.51
10007,San Jose Brad,08/30/2024,10:34:00,20:21:00,313.51
10007,San Jose Brad,09/02/2024,09:19:00,16:21:00,313.51
10007,San Jose Brad,09/03/2024,10:24:00,20:48:00,313.51
10007,San Jose Brad,09/04/2024,09:39:00,17:29:00,313.51
10007,San Jose Brad,09/05/2024,08:40:00,18:39:00,313.51
10007,San Jose Brad,09/06/2024,09:08:00,20:04:00,313.51
10007,San Jose Brad,09/09/2024,08:31:00,15:55:00,313.51
10007,San Jose Brad,09/10/2024,08:12:00,15:59:00,313.51
10007,San Jose Brad,09/11/2024,09:14:00,17:50:00,313.51
10007,San Jose Brad,09/12/2024,10:22:00,19:10:00,313.51
10007,San Jose Brad,09/13/2024,08:20:00,15:42:00,313.51
10007,San Jose Brad,09/16/2024,08:46:00,16:27:00,313.51
10007,San Jose Brad,09/17/2024,09:46:00,18:51:00,313.51
10007,San Jose Brad,09/18/2024,08:08:00,18:08:00,313.51
10007,San Jose Brad,09/19/2024,10:44:00,19:06:00,313.51
10007,San Jose Brad,09/20/2024,10:37:00,19:55:00,313.51
10007,San Jose Brad,09/23/2024,09:55:00,20:21:00,313.51
10007,San Jose Brad,09/24/2024,08:36:00,16:11:00,313.51
10007,San Jose Brad,09/25/2024,09:34:00,18:51:00,313.51
10007,San Jose Brad,09/26/2024,09:09:00,16:19:00,313.51
10007,San Jose Brad,09/27/2024,08:50:00,16:03:00,313.51
10007,San Jose Brad,09/30/2024,08:49:00,16:20:00,313.51
10007,San Jose Brad,10/01/2024,08:03:00,17:43:00,313.51
10007,San Jose Brad,10/02/2024,08:17:00,18:09:00,313.51
10007,San Jose Brad,10/03/2024,08:17:00,17:00:00,313.51
10007,San Jose Brad,10/04/2024,09:55:00,19:44:00,313.51
10007,San Jose Brad,10/07/2024,09:39:00,17:47:00,313.51
10007,San Jose Brad,10/08/2024,10:35:00,18:11:00,313.51
10007,San Jose Brad,10/09/2024,08:05:00,17:10:00,313.51
10007,San Jose Brad,10/10/2024,09:12:00,18:01:00,313.51
10007,San Jose Brad,10/11/2024,09:11:00,17:28:00,313.51
10007,San Jose Brad,10/14/2024,09:27:00,20:10:00,313.51
10007,San Jose Brad,10/15/2024,10:19:00,20:03:00,313.51
10007,San Jose Brad,10/16/2024,10:07:00,17:38:00,313.51
10007,San Jose Brad,10/17/2024,09:50:00,17:20:00,313.51
10007,San Jose Brad,10/18/2024,09:30:00,17:44:00,313.51
10007,San Jose Brad,10/21/2024,08:43:00,19:33:00,313.51
10007,San Jose Brad,10/22/2024,10:20:00,20:12:00,313.51
10007,San Jose Brad,10/23/2024,09:47:00,19:48:00,313.51
10007,San Jose Brad,10/24/2024,08:43:00,17:43:00,313.51
10007,San Jose Brad,10/25/2024,10:22:00,18:22:00,313.51
10007,San Jose Brad,10/28/2024,08:03:00,17:37:00,313.51
10007,San Jose Brad,10/29/2024,09:05:00,16:10:00,313.51
10007,San Jose Brad,10/30/2024,10:17:00,19:21:00,313.51
10007,San Jose Brad,10/31/2024,10:22:00,17:49:00,313.51
10007,San Jose Brad,11/01/2024,08:38:00,17:47:00,313.51
10007,San Jose Brad,11/04/2024,09:36:00,19:41:00,313.51
10007,San Jose Brad,11/05/2024,09:31:00,20:28:00,313.51
10007,San Jose Brad,11/06/2024,08:23:00,18:52:00,313.51
10007,San Jose Brad,11/07/2024,09:07:00,19:38:00,313.51
10007,San Jose Brad,11/08/2024,10:30:00,19:24:00,313.51
10007,San Jose Brad,11/11/2024,09:57:00,20:50:00,313.51
10007,San Jose Brad,11/12/2024,09:46:00,18:33:00,313.51
10007,San Jose Brad,11/13/2024,10:32:00,18:24:00,313.51
10007,San Jose Brad,11/14/2024,08:42:00,19:41:00,313.51
10007,San Jose Brad,11/15/2024,08:02:00,18:45:00,313.51
10007,San Jose Brad,11/18/2024,09:13:00,16:29:00,313.51
10007,San Jose Brad,11/19/2024,10:04:00,19:50:00,313.51
10007,San Jose Brad,11/20/2024,09:36:00,17:20:00,313.51
10007,San Jose Brad,11/21/2024,08:37:00,16:11:00,313.51
10007,San Jose Brad,11/22/2024,08:58:00,17:20:00,313.51
10007,San Jose Brad,11/25/2024,10:28:00,18:32:00,313.51
10007,San Jose Brad,11/26/2024,08:46:00,17:08:00,313.51
10007,San Jose Brad,11/27/2024,10:24:00,21:01:00,313.51
10007,San Jose Brad,11/28/2024,08:56:00,16:43:00,313.51
10007,San Jose Brad,11/29/2024,08:59:00,18:17:00,313.51
10007,San Jose Brad,12/02/2024,08:13:00,15:51:00,313.51
10007,San Jose Brad,12/03/2024,10:18:00,18:15:00,313.51
10007,San Jose Brad,12/04/2024,09:52:00,19:00:00,313.51
10007,San Jose Brad,12/05/2024,09:39:00,19:59:00,313.51
10007,San Jose Brad,12/06/2024,08:45:00,19:28:00,313.51
10007,San Jose Brad,12/09/2024,10:23:00,19:06:00,313.51
10007,San Jose Brad,12/10/2024,08:42:00,17:55:00,313.51
10007,San Jose Brad,12/11/2024,08:50:00,19:34:00,313.51
10007,San Jose Brad,12/12/2024,08:04:00,18:55:00,313.51
10007,San Jose Brad,12/13/2024,10:34:00,18:04:00,313.51
10007,San Jose Brad,12/16/2024,08:00:00,15:40:00,313.51
10007,San Jose Brad,12/17/2024,08:57:00,17:36:00,313.51
10007,San Jose Brad,12/18/2024,08:40:00,15:59:00,313.51
10007,San Jose Brad,12/19/2024,09:22:00,17:59:00,313.51
10007,San Jose Brad,12/20/2024,09:32:00,19:01:00,313.51
10007,San Jose Brad,12/23/2024,08:08:00,16:03:00,313.51
10007,San Jose Brad,12/24/2024,09:35:00,17:37:00,313.51
10007,San Jose Brad,12/25/2024,08:45:00,15:54:00,313.51
10007,San Jose Brad,12/26/2024,08:09:00,15:59:00,313.51
10007,San Jose Brad,12/27/2024,08:33:00,18:07:00,313.51
10007,San Jose Brad,12/30/2024,10:37:00,20:41:00,313.51
10007,San Jose Brad,12/31/2024,08:10:00,18:21:00,313.51
10008,Romualdez Alice,06/03/2024,09:02:00,18:06:00,255.8
10008,Romualdez Alice,06/04/2024,09:36:00,18:56:00,255.8
10008,Romualdez Alice,06/05/2024,10:44:00,18:51:00,255.8
10008,Romualdez Alice,06/06/2024,09:21:00,16:49:00,255.8
10008,Romualdez Alice,06/07/2024,08:19:00,16:22:00,255.8
10008,Romualdez Alice,06/10/2024,10:06:00,19:18:00,255.8
10008,Romualdez Alice,06/11/2024,08:09:00,17:46:00,255.8
10008,Romualdez Alice,06/12/2024,09:55:00,17:36:00,255.8
10008,Romualdez Alice,06/13/2024,09:14:00,19:44:00,255.8
10008,Romualdez Alice,06/14/2024,08:40:00,18:51:00,255.8
10008,Romualdez Alice,06/17/2024,10:42:00,18:58:00,255.8
10008,Romualdez Alice,06/18/2024,09:42:00,17:50:00,255.8
10008,Romualdez Alice,06/19/2024,08:44:00,16:49:00,255.8
10008,Romualdez Alice,06/20/2024,09:19:00,17:36:00,255.8
10008,Romualdez Alice,06/21/2024,10:05:00,18:19:00,255.8
10008,Romualdez Alice,06/24/2024,09:28:00,20:08:00,255.8
10008,Romualdez Alice,06/25/2024,09:57:00,17:11:00,255.8
10008,Romualdez Alice,06/26/2024,10:22:00,21:04:00,255.8
10008,Romualdez Alice,06/27/2024,09:01:00,17:28:00,255.8
10008,Romualdez Alice,06/28/2024,10:48:00,18:23:00,255.8
10008,Romualdez Alice,07/01/2024,08:44:00,18:14:00,255.8
10008,Romualdez Alice,07/02/2024,08:03:00,17:53:00,255.8
10008,Romualdez Alice,07/03/2024,08:54:00,16:11:00,255.8
10008,Romualdez Alice,07/04/2024,10:08:00,17:36:00,255.8
10008,Romualdez Alice,07/05/2024,08:36:00,16:54:00,255.8
10008,Romualdez Alice,07/08/2024,10:03:00,18:46:00,255.8
10008,Romualdez Alice,07/09/2024,10:08:00,19:18:00,255.8
10008,Romualdez Alice,07/10/2024,10:12:00,19:03:00,255.8
10008,Romualdez Alice,07/11/2024,08:18:00,18:39:00,255.8
10008,Romualdez Alice,07/12/2024,08:25:00,18:43:00,255.8
10008,Romualdez Alice,07/15/2024,10:59:00,18:17:00,255.8
10008,Romualdez Alice,07/16/2024,10:05:00,17:58:00,255.8
10008,Romualdez Alice,07/17/2024,09:53:00,19:39:00,255.8
10008,Romualdez Alice,07/18/2024,08:17:00,19:07:00,255.8
10008,Romualdez Alice,07/19/2024,08:09:00,15:49:00,255.8
10008,Romualdez Alice,07/22/2024,10:44:00,21:42:00,255.8
10008,Romualdez Alice,07/23/2024,08:45:00,18:51:00,255.8
10008,Romualdez Alice,07/24/2024,08:18:00,18:08:00,255.8
10008,Romualdez Alice,07/25/2024,09:50:00,19:10:00,255.8
10008,Romualdez Alice,07/26/2024,08:39:00,17:13:00,255.8
10008,Romualdez Alice,07/29/2024,10:46:00,21:27:00,255.8
10008,Romualdez Alice,07/30/2024,08:10:00,18:08:00,255.8
10008,Romualdez Alice,07/31/2024,08:37:00,17:33:00,255.8
10008,Romualdez Alice,08/01/2024,10:34:00,19:47:00,255.8
10008,Romualdez Alice,08/02/2024,10:45:00,18:47:00,255.8
10008,Romualdez Alice,08/05/2024,10:22:00,20:38:00,255.8
10008,Romualdez Alice,08/06/2024,10:11:00,20:10:00,255.8
10008,Romualdez Alice,08/07/2024,10:51:00,17:54:00,255.8
10008,Romualdez Alice,08/08/2024,09:27:00,19:00:00,255.8
10008,Romualdez Alice,08/09/2024,10:05:00,19:19:00,255.8
10008,Romualdez Alice,08/12/2024,08:56:00,16:28:00,255.8
10008,Romualdez Alice,08/13/2024,09:40:00,18:41:00,255.8
10008,Romualdez Alice,08/14/2024,08:02:00,16:40:00,255.8
10008,Romualdez Alice,08/15/2024,09:14:00,19:13:00,255.8
10008,Romualdez Alice,08/16/2024,08:51:00,17:55:00,255.8
10008,Romualdez Alice,08/19/2024,10:23:00,21:12:00,255.8
10008,Romualdez Alice,08/20/2024,09:37:00,18:07:00,255.8
10008,Romualdez Alice,08/21/2024,10:52:00,19:48:00,255.8
10008,Romualdez Alice,08/22/2024,09:17:00,19:22:00,255.8
10008,Romualdez Alice,08/23/2024,09:09:00,18:11:00,255.8
10008,Romualdez Alice,08/26/2024,10:00:00,20:34:00,255.8
10008,Romualdez Alice,08/27/2024,10:04:00,19:33:00,255.8
10008,Romualdez Alice,08/28/2024,08:29:00,17:54:00,255.8
10008,Romualdez Alice,08/29/2024,10:23:00,20:16:00,255.8
10008,Romualdez Alice,08/30/2024,10:32:00,21:02:00,255.8
10008,Romualdez Alice,09/02/2024,10:18:00,20:36:00,255.8
10008,Romualdez Alice,09/03/2024,09:01:00,16:39:00,255.8
10008,Romualdez Alice,09/04/2024,08:39:00,18:16:00,255.8
10008,Romualdez Alice,09/05/2024,09:24:00,19:08:00,255.8
10008,Romualdez Alice,09/06/2024,09:29:00,18:22:00,255.8
10008,Romualdez Alice,09/09/2024,08:54:00,16:53:00,255.8
10008,Romualdez Alice,09/10/2024,09:02:00,16:59:00,255.8
10008,Romualdez Alice,09/11/2024,08:37:00,18:21:00,255.8
10008,Romualdez Alice,09/12/2024,08:22:00,17:44:00,255.8
10008,Romualdez Alice,09/13/2024,08:13:00,15:39:00,255.8
10008,Romualdez Alice,09/16/2024,08:05:00,16:50:00,255.8
10008,Romualdez Alice,09/17/2024,10:07:00,20:38:00,255.8
10008,Romualdez Alice,09/18/2024,08:53:00,17:39:00,255.8
10008,Romualdez Alice,09/19/2024,08:51:00,17:33:00,255.8
10008,Romualdez Alice,09/20/2024,09:56:00,19:54:00,255.8
10008,Romualdez Alice,09/23/2024,08:49:00,19:05:00,255.8
10008,Romualdez Alice,09/24/2024,09:40:00,17:23:00,255.8
10008,Romualdez Alice,09/25/2024,10:05:00,18:56:00,255.8
10008,Romualdez Alice,09/26/2024,09:11:00,19:04:00,255.8
10008,Romualdez Alice,09/27/2024,09:23:00,19:59:00,255.8
10008,Romualdez Alice,09/30/2024,08:57:00,19:53:00,255.8
10008,Romualdez Alice,10/01/2024,08:22:00,17:43:00,255.8
10008,Romualdez Alice,10/02/2024,08:14:00,18:45:00,255.8
10008,Romualdez Alice,10/03/2024,08:04:00,17:09:00,255.8
10008,Romualdez Alice,10/04/2024,10:21:00,18:06:00,255.8
10008,Romualdez Alice,10/07/2024,08:19:00,16:36:00,255.8
10008,Romualdez Alice,10/08/2024,09:43:00,20:24:00,255.8
10008,Romualdez Alice,10/09/2024,08:37:00,18:04:00,255.8
10008,Romualdez Alice,10/10/2024,10:55:00,18:52:00,255.8
10008,Romualdez Alice,10/11/2024,09:21:00,18:02:00,255.8
10008,Romualdez Alice,10/14/2024,08:49:00,17:53:00,255.8
10008,Romualdez Alice,10/15/2024,10:38:00,20:46:00,255.8
10008,Romualdez Alice,10/16/2024,08:54:00,18:02:00,255.8
10008,Romualdez Alice,10/17/2024,08:16:00,18:25:00,255.8
10008,Romualdez Alice,10/18/2024,08:44:00,17:44:00,255.8
10008,Romualdez Alice,10/21/2024,10:30:00,18:18:00,255.8
10008,Romualdez Alice,10/22/2024,08:09:00,16:25:00,255.8
10008,Romualdez Alice,10/23/2024,10:41:00,20:49:00,255.8
10008,Romualdez Alice,10/24/2024,09:54:00,17:32:00,255.8
10008,Romualdez Alice,10/25/2024,10:28:00,19:20:00,255.8
10008,Romualdez Alice,10/28/2024,09:47:00,20:31:00,255.8
10008,Romualdez Alice,10/29/2024,08:30:00,19:01:00,255.8
10008,Romualdez Alice,10/30/2024,08:35:00,16:48:00,255.8
10008,Romualdez Alice,10/31/2024,10:58:00,19:50:00,255.8
10008,Romualdez Alice,11/01/2024,09:43:00,18:34:00,255.8
10008,Romualdez Alice,11/04/2024,09:57:00,18:21:00,255.8
10008,Romualdez Alice,11/05/2024,09:02:00,17:14:00,255.8
10008,Romualdez Alice,11/06/2024,08:56:00,19:41:00,255.8
10008,Romualdez Alice,11/07/2024,09:17:00,19:50:00,255.8
10008,Romualdez Alice,11/08/2024,09:55:00,19:53:00,255.8
10008,Romualdez Alice,11/11/2024,09:28:00,16:57:00,255.8
10008,Romualdez Alice,11/12/2024,08:50:00,16:54:00,255.8
10008,Romualdez Alice,11/13/2024,10:52:00,20:09:00,255.8
10008,Romualdez Alice,11/14/2024,10:25:00,18:36:00,255.8
10008,Romualdez Alice,11/15/2024,10:16:00,20:06:00,255.8
10008,Romualdez Alice,11/18/2024,08:17:00,17:53:00,255.8
10008,Romualdez Alice,11/19/2024,09:44:00,17:26:00,255.8
10008,Romualdez Alice,11/20/2024,09:09:00,16:38:00,255.8
10008,Romualdez Alice,11/21/2024,09:37:00,17:50:00,255.8
10008,Romualdez Alice,11/22/2024,09:48:00,20:23:00,255.8
10008,Romualdez Alice,11/25/2024,08:13:00,16:23:00,255.8
10008,Romualdez Alice,11/26/2024,09:53:00,20:10:00,255.8
10008,Romualdez Alice,11/27/2024,10:04:00,20:11:00,255.8
10008,Romualdez Alice,11/28/2024,09:37:00,18:18:00,255.8
10008,Romualdez Alice,11/29/2024,08:45:00,17:33:00,255.8
10008,Romualdez Alice,12/02/2024,09:30:00,18:42:00,255.8
10008,Romualdez Alice,12/03/2024,10:49:00,18:51:00,255.8
10008,Romualdez Alice,12/04/2024,10:29:00,17:38:00,255.8
10008,Romualdez Alice,12/05/2024,10:10:00,20:10:00,255.8
10008,Romualdez Alice,12/06/2024,08:48:00,18:34:00,255.8
10008,Romualdez Alice,12/09/2024,09:45:00,19:04:00,255.8
10008,Romualdez Alice,12/10/2024,08:21:00,18:30:00,255.8
10008,Romualdez Alice,12/11/2024,10:34:00,20:36:00,255.8
10008,Romualdez Alice,12/12/2024,08:04:00,15:36:00,255.8
10008,Romualdez Alice,12/13/2024,08:44:00,18:48:00,255.8
10008,Romualdez Alice,12/16/2024,10:39:00,19:44:00,255.8
10008,Romualdez Alice,12/17/2024,09:06:00,18:24:00,255.8
10008,Romualdez Alice,12/18/2024,08:30:00,19:29:00,255.8
10008,Romualdez Alice,12/19/2024,09:50:00,19:47:00,255.8
10008,Romualdez Alice,12/20/2024,08:43:00,19:17:00,255.8
10008,Romualdez Alice,12/23/2024,10:23:00,21:13:00,255.8
10008,Romualdez Alice,12/24/2024,09:17:00,16:32:00,255.8
10008,Romualdez Alice,12/25/2024,10:58:00,20:12:00,255.8
10008,Romualdez Alice,12/26/2024,10:52:00,20:11:00,255.8
10008,Romualdez Alice,12/27/2024,10:25:00,19:32:00,255.8
10008,Romualdez Alice,12/30/2024,10:41:00,20:38:00,255.8
10008,Romualdez Alice,12/31/2024,08:15:00,16:13:00,255.8
10009,Atienza Rosie,06/03/2024,08:18:00,17:40:00,133.93
10009,Atienza Rosie,06/04/2024,10:41:00,19:21:00,133.93
10009,Atienza Rosie,06/05/2024,10:46:00,17:54:00,133.93
10009,Atienza Rosie,06/06/2024,08:47:00,17:44:00,133.93
10009,Atienza Rosie,06/07/2024,10:09:00,20:58:00,133.93
10009,Atienza Rosie,06/10/2024,08:21:00,17:52:00,133.93
10009,Atienza Rosie,06/11/2024,08:28:00,18:03:00,133.93
10009,Atienza Rosie,06/12/2024,10:27:00,20:01:00,133.93
10009,Atienza Rosie,06/13/2024,10:09:00,17:16:00,133.93
10009,Atienza Rosie,06/14/2024,08:16:00,18:15:00,133.93
10009,Atienza Rosie,06/17/2024,10:20:00,19:02:00,133.93
10009,Atienza Rosie,06/18/2024,09:50:00,20:38:00,133.93
10009,Atienza Rosie,06/19/2024,10:54:00,20:06:00,133.93
10009,Atienza Rosie,06/20/2024,09:52:00,17:40:00,133.93
10009,Atienza Rosie,06/21/2024,08:09:00,17:48:00,133.93
10009,Atienza Rosie,06/24/2024,10:09:00,20:02:00,133.93
10009,Atienza Rosie,06/25/2024,10:12:00,20:21:00,133.93
10009,Atienza Rosie,06/26/2024,10:42:00,19:44:00,133.93
10009,Atienza Rosie,06/27/2024,08:00:00,15:08:00,133.93
10009,Atienza Rosie,06/28/2024,08:13:00,16:41:00,133.93
10009,Atienza Rosie,07/01/2024,10:14:00,17:19:00,133.93
10009,Atienza Rosie,07/02/2024,09:09:00,16:49:00,133.93
10009,Atienza Rosie,07/03/2024,09:50:00,20:30:00,133.93
10009,Atienza Rosie,07/04/2024,09:24:00,17:14:00,133.93
10009,Atienza Rosie,07/05/2024,08:36:00,16:33:00,133.93
10009,Atienza Rosie,07/08/2024,09:09:00,19:10:00,133.93
10009,Atienza Rosie,07/09/2024,10:58:00,18:29:00,133.93
10009,Atienza Rosie,07/10/2024,10:28:00,17:34:00,133.93
10009,Atienza Rosie,07/11/2024,10:15:00,17:35:00,133.93
10009,Atienza Rosie,07/12/2024,09:34:00,19:19:00,133.93
10009,Atienza Rosie,07/15/2024,08:19:00,17:44:00,133.93
10009,Atienza Rosie,07/16/2024,10:54:00,19:06:00,133.93
10009,Atienza Rosie,07/17/2024,09:46:00,16:48:00,133.93
10009,Atienza Rosie,07/18/2024,08:50:00,17:32:00,133.93
10009,Atienza Rosie,07/19/2024,09:45:00,19:49:00,133.93
10009,Atienza Rosie,07/22/2024,08:01:00,16:59:00,133.93
10009,Atienza Rosie,07/23/2024,08:34:00,19:05:00,133.93
10009,Atienza Rosie,07/24/2024,08:49:00,19:28:00,133.93
10009,Atienza Rosie,07/25/2024,10:04:00,19:39:00,133.93
10009,Atienza Rosie,07/26/2024,10:20:00,20:14:00,133.93
10009,Atienza Rosie,07/29/2024,10:13:00,19:43:00,133.93
10009,Atienza Rosie,07/30/2024,08:01:00,16:38:00,133.93
10009,Atienza Rosie,07/31/2024,08:47:00,16:30:00,133.93
10009,Atienza Rosie,08/01/2024,08:39:00,18:25:00,133.93
10009,Atienza Rosie,08/02/2024,09:38:00,16:49:00,133.93
10009,Atienza Rosie,08/05/2024,10:05:00,20:21:00,133.93
10009,Atienza Rosie,08/06/2024,10:17:00,20:23:00,133.93
10009,Atienza Rosie,08/07/2024,10:22:00,19:38:00,133.93
10009,Atienza Rosie,08/08/2024,09:34:00,19:51:00,133.93
10009,Atienza Rosie,08/09/2024,10:10:00,17:20:00,133.93
10009,Atienza Rosie,08/12/2024,08:35:00,16:18:00,133.93
10009,Atienza Rosie,08/13/2024,09:16:00,18:08:00,133.93
10009,Atienza Rosie,08/14/2024,08:50:00,15:58:00,133.93
10009,Atienza Rosie,08/15/2024,10:10:00,20:53:00,133.93
10009,Atienza Rosie,08/16/2024,08:21:00,17:21:00,133.93
10009,Atienza Rosie,08/19/2024,10:44:00,19:27:00,133.93
10009,Atienza Rosie,08/20/2024,08:23:00,16:03:00,133.93
10009,Atienza Rosie,08/21/2024,09:32:00,19:53:00,133.93
10009,Atienza Rosie,08/22/2024,09:46:00,16:49:00,133.93
10009,Atienza Rosie,08/23/2024,10:02:00,20:14:00,133.93
10009,Atienza Rosie,08/26/2024,09:26:00,18:32:00,133.93
10009,Atienza Rosie,08/27/2024,09:33:00,19:51:00,133.93
10009,Atienza Rosie,08/28/2024,08:50:00,15:50:00,133.93
10009,Atienza Rosie,08/29/2024,09:21:00,19:17:00,133.93
10009,Atienza Rosie,08/30/2024,09:22:00,17:53:00,133.93
10009,Atienza Rosie,09/02/2024,09:49:00,17:50:00,133.93
10009,Atienza Rosie,09/03/2024,08:17:00,17:00:00,133.93
10009,Atienza Rosie,09/04/2024,09:49:00,18:40:00,133.93
10009,Atienza Rosie,09/05/2024,10:24:00,20:30:00,133.93
10009,Atienza Rosie,09/06/2024,08:47:00,16:31:00,133.93
10009,Atienza Rosie,09/09/2024,08:08:00,18:58:00,133.93
10009,Atienza Rosie,09/10/2024,08:50:00,17:58:00,133.93
10009,Atienza Rosie,09/11/2024,08:20:00,16:13:00,133.93
10009,Atienza Rosie,09/12/2024,10:28:00,20:56:00,133.93
10009,Atienza Rosie,09/13/2024,09:58:00,17:01:00,133.93
10009,Atienza Rosie,09/16/2024,08:48:00,18:20:00,133.93
10009,Atienza Rosie,09/17/2024,09:51:00,19:22:00,133.93
10009,Atienza Rosie,09/18/2024,09:44:00,18:05:00,133.93
10009,Atienza Rosie,09/19/2024,10:25:00,18:52:00,133.93
10009,Atienza Rosie,09/20/2024,09:26:00,16:26:00,133.93
10009,Atienza Rosie,09/23/2024,08:06:00,15:43:00,133.93
10009,Atienza Rosie,09/24/2024,08:28:00,16:03:00,133.93
10009,Atienza Rosie,09/25/2024,08:28:00,18:26:00,133.93
10009,Atienza Rosie,09/26/2024,09:43:00,20:14:00,133.93
10009,Atienza Rosie,09/27/2024,08:11:00,17:48:00,133.93
10009,Atienza Rosie,09/30/2024,08:48:00,16:21:00,133.93
10009,Atienza Rosie,10/01/2024,09:39:00,18:04:00,133.93
10009,Atienza Rosie,10/02/2024,08:56:00,19:45:00,133.93
10009,Atienza Rosie,10/03/2024,09:20:00,18:06:00,133.93
10009,Atienza Rosie,10/04/2024,10:05:00,18:28:00,133.93
10009,Atienza Rosie,10/07/2024,08:16:00,18:19:00,133.93
10009,Atienza Rosie,10/08/2024,10:48:00,18:36:00,133.93
10009,Atienza Rosie,10/09/2024,09:54:00,17:13:00,133.93
10009,Atienza Rosie,10/10/2024,10:42:00,18:24:00,133.93
10009,Atienza Rosie,10/11/2024,10:57:00,20:54:00,133.93
10009,Atienza Rosie,10/14/2024,09:56:00,20:54:00,133.93
10009,Atienza Rosie,10/15/2024,10:33:00,19:07:00,133.93
10009,Atienza Rosie,10/16/2024,10:39:00,19:52:00,133.93
10009,Atienza Rosie,10/17/2024,10:11:00,18:26:00,133.93
10009,Atienza Rosie,10/18/2024,08:44:00,19:38:00,133.93
10009,Atienza Rosie,10/21/2024,09:45:00,18:50:00,133.93
10009,Atienza Rosie,10/22/2024,08:25:00,17:55:00,133.93
10009,Atienza Rosie,10/23/2024,10:42:00,21:38:00,133.93
10009,Atienza Rosie,10/24/2024,10:00:00,20:21:00,133.93
10009,Atienza Rosie,10/25/2024,10:02:00,17:21:00,133.93
10009,Atienza Rosie,10/28/2024,08:40:00,17:34:00,133.93
10009,Atienza Rosie,10/29/2024,08:26:00,18:04:00,133.93
10009,Atienza Rosie,10/30/2024,10:09:00,19:39:00,133.93
10009,Atienza Rosie,10/31/2024,10:12:00,20:32:00,133.93
10009,Atienza Rosie,11/01/2024,08:12:00,16:00:00,133.93
10009,Atienza Rosie,11/04/2024,09:51:00,18:51:00,133.93
10009,Atienza Rosie,11/05/2024,08:43:00,19:05:00,133.93
10009,Atienza Rosie,11/06/2024,08:23:00,18:52:00,133.93
10009,Atienza Rosie,11/07/2024,10:15:00,19:34:00,133.93
10009,Atienza Rosie,11/08/2024,10:47:00,20:14:00,133.93
10009,Atienza Rosie,11/11/2024,09:10:00,17:01:00,133.93
10009,Atienza Rosie,11/12/2024,08:20:00,15:38:00,133.93
10009,Atienza Rosie,11/13/2024,09:44:00,19:34:00,133.93
10009,Atienza Rosie,11/14/2024,08:26:00,16:16:00,133.93
10009,Atienza Rosie,11/15/2024,08:24:00,16:59:00,133.93
10009,Atienza Rosie,11/18/2024,09:51:00,20:09:00,133.93
10009,Atienza Rosie,11/19/2024,09:35:00,19:52:00,133.93
10009,Atienza Rosie,11/20/2024,09:26:00,18:26:00,133.93
10009,Atienza Rosie,11/21/2024,09:30:00,16:45:00,133.93
10009,Atienza Rosie,11/22/2024,10:37:00,20:59:00,133.93
10009,Atienza Rosie,11/25/2024,10:04:00,21:01:00,133.93
10009,Atienza Rosie,11/26/2024,09:04:00,18:23:00,133.93
10009,Atienza Rosie,11/27/2024,09:28:00,20:00:00,133.93
10009,Atienza Rosie,11/28/2024,09:13:00,20:00:00,133.93
10009,Atienza Rosie,11/29/2024,08:25:00,18:56:00,133.93
10009,Atienza Rosie,12/02/2024,09:42:00,19:54:00,133.93
10009,Atienza Rosie,12/03/2024,08:55:00,17:55:00,133.93
10009,Atienza Rosie,12/04/2024,10:23:00,19:43:00,133.93
10009,Atienza Rosie,12/05/2024,09:05:00,18:19:00,133.93
10009,Atienza Rosie,12/06/2024,08:46:00,18:03:00,133.93
10009,Atienza Rosie,12/09/2024,08:34:00,17:46:00,133.93
10009,Atienza Rosie,12/10/2024,09:44:00,20:12:00,133.93
10009,Atienza Rosie,12/11/2024,09:03:00,17:01:00,133.93
10009,Atienza Rosie,12/12/2024,09:52:00,19:45:00,133.93
10009,Atienza Rosie,12/13/2024,09:53:00,17:18:00,133.93
10009,Atienza Rosie,12/16/2024,08:15:00,16:33:00,133.93
10009,Atienza Rosie,12/17/2024,10:38:00,21:36:00,133.93
10009,Atienza Rosie,12/18/2024,08:26:00,18:42:00,133.93
10009,Atienza Rosie,12/19/2024,09:09:00,18:22:00,133.93
